OBJECTID;HSISID;NAME;ADDRESS1;ADDRESS2;CITY;STATE;POSTALCODE;PHONENUMBER;RestaurantOpenDate;FACILITYTYPE;PERMITID;X;Y;GEOCODESTATUS;geo_shape;geo_point_2d
31369;04092015087;BRUEGGERS BAGELS #644;3510 WADE AVE;;RALEIGH;NC;27607;(919) 828-1301;2008-03-19T21:00:00-04:00;Restaurant;5144;-78.68558086;35.80212022;M;"{""type"": ""Point"", ""coordinates"": [-78.68558348226404, 35.802127304872414]}";35.8021273049,-78.6855834823
31378;04092040244;PNC 306 PUSHCART (WCID #165);1400 EDWARDS MILL RD;;RALEIGH;NC;27607;(919) 861-2300 ext. 5;2010-09-20T22:00:00-04:00;Pushcarts;21301;-78.7229363;35.8032419;M;"{""type"": ""Point"", ""coordinates"": [-78.72293893608992, 35.80324897868305]}";35.8032489787,-78.7229389361
31380;04092016483;VILLAGE DELI & GRILL LAKE BOONE TRAIL;2500 WYCLIFF RD;;RALEIGH;NC;27607;(919) 803-1245;2013-08-05T22:00:00-04:00;Restaurant;17774;-78.692995;35.81676997;M;"{""type"": ""Point"", ""coordinates"": [-78.69299762841622, 35.81677705661358]}";35.8167770566,-78.6929976284
31383;04092017704;Honest Abe's Kitchen and Bar;5433 Wade Park BLVD;;RALEIGH;NC;27607;;2017-10-11T22:00:00-04:00;Restaurant;13706;-78.7303442;35.80695603;M;"{""type"": ""Point"", ""coordinates"": [-78.73034683491565, 35.80696310824194]}";35.8069631082,-78.7303468349
31390;04092016002;CHIPOTLE #1659;2316 HILLSBOROUGH ST;;RALEIGH;NC;27607;(919) 576-1894;2011-09-15T22:00:00-04:00;Restaurant;19679;-78.66664805;35.78770631;M;"{""type"": ""Point"", ""coordinates"": [-78.6666506717676, 35.78771339094999]}";35.7877133909,-78.6666506718
31391;04092040301;COUSINS CONFECTIONS #3 (WCID #485);4700 TRINITY RD;;RALEIGH;NC;27607;(919) 782-1967;2013-08-27T22:00:00-04:00;Pushcarts;21466;-78.71510537;35.79630516;M;"{""type"": ""Point"", ""coordinates"": [-78.71510800425894, 35.79631223490289]}";35.7963122349,-78.7151080043
31397;04092141830;Cardinal Gibbons High School Concession Stand;1401 Edwards Mill RD;;RALEIGH;NC;27607;(919) 834-1635;2019-03-10T21:00:00-04:00;Limited Food Service;17850;-78.72901246;35.8026036;M;"{""type"": ""Point"", ""coordinates"": [-78.72901509484623, 35.80261068398225]}";35.802610684,-78.7290150948
31398;04092016097;HYATT PLACE;710 CORPORATE CENTER DR;;RALEIGH;NC;27607;(919) 233-2205;2012-01-30T20:00:00-05:00;Restaurant;6093;-78.73805959;35.79191164;M;"{""type"": ""Point"", ""coordinates"": [-78.73806223279482, 35.79191871857491]}";35.7919187186,-78.7380622328
31434;04092013082;1853 Grille;1025 BLUE RIDGE RD;;RALEIGH;NC;27607-3902;(919) 524-2401;1999-10-31T20:00:00-05:00;Restaurant;1312;-78.71510537;35.79630516;M;"{""type"": ""Point"", ""coordinates"": [-78.71510800425894, 35.79631223490289]}";35.7963122349,-78.7151080043
31437;04092012063;Whole Foods Market Cafe;3540 WADE AVE;;RALEIGH;NC;27607-4048;(919) 828-5805;1997-06-18T22:00:00-04:00;Restaurant;1990;-78.68558086;35.80212022;M;"{""type"": ""Point"", ""coordinates"": [-78.68558348226404, 35.802127304872414]}";35.8021273049,-78.6855834823
31438;04092021132;Whole Foods Market Produce Department;3540 WADE AVE;;RALEIGH;NC;27607-4048;(919) 828-5805;2002-07-22T22:00:00-04:00;Food Stand;4990;-78.68558086;35.80212022;M;"{""type"": ""Point"", ""coordinates"": [-78.68558348226404, 35.802127304872414]}";35.8021273049,-78.6855834823
31442;04092012007;Bee Hive Cafe;3800 HILLSBOROUGH ST;;RALEIGH;NC;27607-5237;(919) 829-8328 ext. 8328;1997-01-30T20:00:00-05:00;Restaurant;1197;-78.68916341;35.79996357;M;"{""type"": ""Point"", ""coordinates"": [-78.68916603285882, 35.799970647717096]}";35.7999706477,-78.6891660329
31444;04092011415;Neomonde Mediterranean;3817 BERYL RD;;RALEIGH;NC;27607-5244;(919) 828-1628;1991-04-22T22:00:00-04:00;Restaurant;8170;-78.69018874;35.79325102;M;"{""type"": ""Point"", ""coordinates"": [-78.69019136083337, 35.793258098948456]}";35.7932580989,-78.6901913608
31451;04092013239;Global Village Organic Coffee;2428 HILLSBOROUGH ST;;RALEIGH;NC;27607-7248;(828) 456-7;2000-11-21T20:00:00-05:00;Restaurant;2638;-78.66770199999999;35.78790613;M;"{""type"": ""Point"", ""coordinates"": [-78.66770461310395, 35.78791321193502]}";35.7879132119,-78.6677046131
31452;04092025264;Rush Bowl Raleigh;2811 HILLSBOROUGH ST;105;RALEIGH;NC;27607-7283;(919) 703-0006;2019-06-30T22:00:00-04:00;Food Stand;16076;-78.67493842;35.78888931;M;"{""type"": ""Point"", ""coordinates"": [-78.67494104188224, 35.7888963862917]}";35.7888963863,-78.6749410419
31458;04092018016;Muscle Maker Grill;2330-112 Bale ST;;RALEIGH;NC;27608;(919) 803-7460;2018-12-18T20:00:00-05:00;Restaurant;14166;-78.62772121;35.81322416;M;"{""type"": ""Point"", ""coordinates"": [-78.62772381981392, 35.81323124861055]}";35.8132312486,-78.6277238198
31460;04092018068;Firenza Pizza;2320-114 Bale ST;;RALEIGH;NC;27608;(919) 214-9871;2019-03-07T20:00:00-05:00;Restaurant;16181;-78.62723763;35.812985;M;"{""type"": ""Point"", ""coordinates"": [-78.62724023224955, 35.81299208216337]}";35.8129920822,-78.6272402322
31462;04092090014;FIVE POINTS CENTER FOR ACTIVE ADULTS;2000 NOBLE RD;;RALEIGH;NC;27608;;2012-07-12T22:00:00-04:00;Elderly Nutrition Sites (catered);14152;-78.63490491;35.80838515;M;"{""type"": ""Point"", ""coordinates"": [-78.63490751627417, 35.80839223413997]}";35.8083922341,-78.6349075163
31464;04092017930;Lola's Beach Bar;1803 Glenwood Ave;;RALEIGH;NC;27608;(984) 222-3674;2018-08-23T22:00:00-04:00;Restaurant;15208;-78.64642665;35.8047453;M;"{""type"": ""Point"", ""coordinates"": [-78.64642926109713, 35.80475238703901]}";35.804752387,-78.6464292611
31467;04092016045;Mandolin;2519 Fairview RD;;RALEIGH;NC;27608;(919) 322-0365;2011-11-15T20:00:00-05:00;Restaurant;17832;-78.65518587;35.809028670000004;M;"{""type"": ""Point"", ""coordinates"": [-78.6551884822986, 35.80903575397296]}";35.809035754,-78.6551884823
31468;04092030331;CURRY IN A HURRY (WCID #599);506 PERSHING RD;;RALEIGH;NC;27608;(919) 606-4285;2017-04-27T22:00:00-04:00;Mobile Food Units;10995;-78.63363931;35.80442156;M;"{""type"": ""Point"", ""coordinates"": [-78.63364191376397, 35.80442863999274]}";35.80442864,-78.6336419138
31472;04092018058;JERRY'S GRILL;813 E Whitaker Mill RD;;RALEIGH;NC;27608;(919) 832-7561;2019-02-20T20:00:00-05:00;Restaurant;14321;-78.62516193;35.8075542;M;"{""type"": ""Point"", ""coordinates"": [-78.62516453270007, 35.807561289988485]}";35.80756129,-78.6251645327
31474;04092016981;NEUSE RIVER BREWING COMPANY;518-100 PERSHING RD;;RALEIGH;NC;27608;(919) 301-8852;2015-07-21T22:00:00-04:00;Restaurant;17947;-78.632252;35.80416736;M;"{""type"": ""Point"", ""coordinates"": [-78.63225460910797, 35.80417443952196]}";35.8041744395,-78.6322546091
31476;04092017827;Funguys;2408 Paula ST;;RALEIGH;NC;27608;(919) 606-8472;2018-04-10T22:00:00-04:00;Restaurant;15285;-78.62484031;35.81359022;M;"{""type"": ""Point"", ""coordinates"": [-78.62484291449205, 35.813597308884354]}";35.8135973089,-78.6248429145
31479;04092010350;Harris Teeter #289 Deli;2603 GLENWOOD AVE;;RALEIGH;NC;27608-1044;(919) 787-5526;1991-03-17T20:00:00-05:00;Restaurant;19324;-78.66059857;35.81550372;M;"{""type"": ""Point"", ""coordinates"": [-78.66060118712224, 35.815510802433856]}";35.8155108024,-78.6606011871
31487;04092011662;Bloomsbury Bistro;509 W WHITAKER MILL RD;;RALEIGH;NC;27608-2400;(919) 834-9011;1995-03-19T20:00:00-05:00;Restaurant;2286;-78.64475001;35.80399495;M;"{""type"": ""Point"", ""coordinates"": [-78.64475261956531, 35.80400203442241]}";35.8040020344,-78.6447526196
31495;04092021981;SMOOTHIE KING #1358;4120-110 MAIN AT NORTH HILLS ST;;RALEIGH;NC;27609;(984) 269-7823;2016-09-26T22:00:00-04:00;Food Stand;11314;-78.64330319;35.83654616;M;"{""type"": ""Point"", ""coordinates"": [-78.64330580638469, 35.8365532518546]}";35.8365532519,-78.6433058064
31501;04092016114;Chick-Fil-A at North Hills;4154-114 Main at N Hills Street;;RALEIGH;NC;27609;(919) 510-0100 ext. 0;2012-03-06T20:00:00-05:00;Restaurant;9381;-78.64285669;35.83704421;M;"{""type"": ""Point"", ""coordinates"": [-78.6428592991739, 35.83705129866253]}";35.8370512987,-78.6428592992
31502;04092016986;BIG ED'S NORTH;5009 FALLS OF NEUSE RD;;RALEIGH;NC;27609;(919) 747-9533;2015-07-15T22:00:00-04:00;Restaurant;14564;-78.61557526;35.84978294;M;"{""type"": ""Point"", ""coordinates"": [-78.61557786822918, 35.84979003833235]}";35.8497900383,-78.6155778682
31503;04092017965;Chipotle #3266;4421-120 Six Forks RD;;RALEIGH;NC;27609;;2018-10-16T22:00:00-04:00;Restaurant;9582;-78.64257479;35.83992724;M;"{""type"": ""Point"", ""coordinates"": [-78.64257740209845, 35.8399343315025]}";35.8399343315,-78.6425774021
31505;04092028050;Chop Shop;210 E SIX FORKS RD;;RALEIGH;NC;27609;(919) 696-4603;2019-02-10T20:00:00-05:00;Food Stand;19757;-78.6299036;35.8214579;M;"{""type"": ""Point"", ""coordinates"": [-78.62990620737155, 35.82146499150347]}";35.8214649915,-78.6299062074
31508;04092014311;Midtown Grille;4421-115 Six Forks RD;;RALEIGH;NC;27609;(919) 787-8963;2005-05-15T22:00:00-04:00;Restaurant;5854;-78.64257479;35.83992724;M;"{""type"": ""Point"", ""coordinates"": [-78.64257740209845, 35.8399343315025]}";35.8399343315,-78.6425774021
31511;04092021411;Costco Wholesale #645 Rotiserrie/Deli;2838 Wake Forest RD;;RALEIGH;NC;27609;(919) 755-2816;2006-10-23T22:00:00-04:00;Food Stand;9319;-78.62231539;35.81825512;M;"{""type"": ""Point"", ""coordinates"": [-78.622317997708, 35.818262206057355]}";35.8182622061,-78.6223179977
31523;04092021409;Costco Wholesale #645 Meat Department;2838 Wake Forest RD;;RALEIGH;NC;27609;(919) 755-2816;2006-10-23T22:00:00-04:00;Food Stand;7600;-78.62231539;35.81825512;M;"{""type"": ""Point"", ""coordinates"": [-78.622317997708, 35.818262206057355]}";35.8182622061,-78.6223179977
31524;04092014804;Mura At North Hills;4121 Main At North Hills ST;;RALEIGH;NC;27609;(919) 781-7887;2007-02-22T20:00:00-05:00;Restaurant;11560;-78.64323049;35.83718561;M;"{""type"": ""Point"", ""coordinates"": [-78.6432331067862, 35.83719270222959]}";35.8371927022,-78.6432331068
31527;04092015592;ZOE`S KITCHEN AT NORTH HILLS;141-112 PARK AT NORTH HILLS ST;;RALEIGH;NC;27609;(919) 787-2820;2010-03-25T21:00:00-04:00;Restaurant;13453;-78.63903248;35.837177;M;"{""type"": ""Point"", ""coordinates"": [-78.63903508834534, 35.837184089156054]}";35.8371840892,-78.6390350883
31533;04092017254;THE CAPITAL GRILLE;4242 SIX FORKS RD;;RALEIGH;NC;27609;(919) 787-3901;2016-06-26T22:00:00-04:00;Restaurant;17430;-78.64071469;35.83797961;M;"{""type"": ""Point"", ""coordinates"": [-78.6407173007436, 35.83798670082032]}";35.8379867008,-78.6407173007
31537;04092017234;BURGER 21;6196 FALLS OF NEUSE RD;;RALEIGH;NC;27609;(919) 900-8807;2016-05-30T22:00:00-04:00;Restaurant;6857;-78.6187408;35.86627943;M;"{""type"": ""Point"", ""coordinates"": [-78.61874340638097, 35.866286531130825]}";35.8662865311,-78.6187434064
31539;04092017088;BAHAMA BREEZE RESTAURANT;3309 WAKE FOREST RD;;RALEIGH;NC;27609;(919) 872-6330;2015-11-17T20:00:00-05:00;Restaurant;9045;-78.6204818;35.82856036;M;"{""type"": ""Point"", ""coordinates"": [-78.62048440378842, 35.82856745463582]}";35.8285674546,-78.6204844038
31543;04092016693;HONEY BAKED HAM COMPANY #103;5275 SIX FORKS RD;;RALEIGH;NC;27609;(919) 787-0655;2014-04-30T22:00:00-04:00;Restaurant;14894;-78.64315826;35.85330887;M;"{""type"": ""Point"", ""coordinates"": [-78.64316087435385, 35.85331596779537]}";35.8533159678,-78.6431608744
31547;04092017747;Burger Fi;3004 Wake Forest RD Suite 100;;RALEIGH;NC;27609;(919) 999-3700;2017-11-28T20:00:00-05:00;Restaurant;15907;-78.62038753;35.82333592;M;"{""type"": ""Point"", ""coordinates"": [-78.62039013158339, 35.82334300937345]}";35.8233430094,-78.6203901316
31552;04092017341;FOX AND HOUND #65077;4158  MAIN @ NORTH HILLS ST;SUITE 111;RALEIGH;NC;27609;(919) 781-4496;2016-10-17T22:00:00-04:00;Restaurant;10358;0.0;0.0;U;;
31558;04092017154;CAFE TIRAMISU;6008 FALLS OF NEUSE RD;;RALEIGH;NC;27609;(919) 790-1006;2016-02-16T20:00:00-05:00;Restaurant;14952;-78.6187408;35.86627943;M;"{""type"": ""Point"", ""coordinates"": [-78.61874340638097, 35.866286531130825]}";35.8662865311,-78.6187434064
31559;04092021384;Harris Teeter #344 Produce;6024 Falls of Neuse RD;;RALEIGH;NC;27609;(919) 872-5786;2006-04-09T22:00:00-04:00;Food Stand;8688;-78.6187408;35.86627943;M;"{""type"": ""Point"", ""coordinates"": [-78.61874340638097, 35.866286531130825]}";35.8662865311,-78.6187434064
31572;04092110486;ROOT ELEMENTARY CAFETERIA;3202 NORTHAMPTON ST;;RALEIGH;NC;27609;(919) 881-4940;2009-09-13T22:00:00-04:00;Public School Lunchrooms;6214;-78.65043831;35.82537972;M;"{""type"": ""Point"", ""coordinates"": [-78.6504409198972, 35.82538681044909]}";35.8253868104,-78.6504409199
31578;04092016435;CARILLON ASSISTED LIVING OF RALEIGH DINING;5219 OLD WAKE FOREST RD;;RALEIGH;NC;27609;(919) 876-6316;2013-05-16T22:00:00-04:00;Restaurant;10538;-78.60482458;35.85273784;M;"{""type"": ""Point"", ""coordinates"": [-78.60482717975697, 35.85274493308497]}";35.8527449331,-78.6048271798
31585;04092016615;SALT& LIME CABO GRILL;6006 FALLS OF NEUSE  RD;;RALEIGH;NC;27609;(919) 872-2230;2014-02-02T20:00:00-05:00;Restaurant;8417;-78.6187408;35.86627943;M;"{""type"": ""Point"", ""coordinates"": [-78.61874340638097, 35.866286531130825]}";35.8662865311,-78.6187434064
31587;04092021327;WalMart Supercenter # 2058 Deli;1725 New Hope Church Rd;;RALEIGH;NC;27609;(919) 790-6910;2005-05-09T22:00:00-04:00;Food Stand;13010;-78.60826495;35.83722719;M;"{""type"": ""Point"", ""coordinates"": [-78.60826755084643, 35.83723427707777]}";35.8372342771,-78.6082675508
31596;04092110507;GREEN LEADERSHIP AND WORLD LANGUAGES MAGNET ELEMENTARY SCHOOL CAFETERIA;5307 SIX FORKS RD;;RALEIGH;NC;27609;(919) 431-8141 ext. 22641;2016-05-04T22:00:00-04:00;Public School Lunchrooms;12943;-78.64443464;35.85411584;M;"{""type"": ""Point"", ""coordinates"": [-78.64443725515875, 35.854122937745146]}";35.8541229377,-78.6444372552
31619;04092030398;Tacos Mama Chava #1 (WCID #684);4524 Old Wake Forest DR;;RALEIGH;NC;27609;;2019-02-28T20:00:00-05:00;Mobile Food Units;18433;-78.6102724;35.84291835;M;"{""type"": ""Point"", ""coordinates"": [-78.6102750042798, 35.84292544056874]}";35.8429254406,-78.6102750043
31625;04092021528;Pizza Hut;424-113 E Six Forks RD;;RALEIGH;NC;27609;(919) 828-7808;2008-05-19T22:00:00-04:00;Food Stand;5317;-78.62512777;35.82006259;M;"{""type"": ""Point"", ""coordinates"": [-78.62513037950744, 35.82006968070782]}";35.8200696807,-78.6251303795
31627;04092014128;Target #1892 Cafe & Starbucks;4191 The Circle @ North Hills ST;;RALEIGH;NC;27609;(919) 781-9848;2004-08-31T22:00:00-04:00;Restaurant;7787;0.0;0.0;U;;
31630;04092015036;Jimmy John`s #993;5011-E Falls of Neuse RD;;RALEIGH;NC;27609;(919) 872-3383;2007-12-20T20:00:00-05:00;Restaurant;16436;-78.61476944;35.84934215;M;"{""type"": ""Point"", ""coordinates"": [-78.61477205003257, 35.849349248089226]}";35.8493492481,-78.61477205
31645;04092050004;Friendship Christian Sch. Cafeteria;5510 FALLS OF NEUSE RD;;RALEIGH;NC;27609-4760;(919) 872-2133;1991-09-16T22:00:00-04:00;Private School Lunchrooms;4863;-78.61430281;35.85708664;M;"{""type"": ""Point"", ""coordinates"": [-78.61430541659455, 35.857093732769194]}";35.8570937328,-78.6143054166
31648;04092018116;Mason's Famous Lobster Rolls;4121 MAIN AT NORTH HILLS ST;100;RALEIGH;NC;27609-5756;;2019-06-18T22:00:00-04:00;Restaurant;14432;-78.64323049;35.83718561;M;"{""type"": ""Point"", ""coordinates"": [-78.6432331067862, 35.83719270222959]}";35.8371927022,-78.6432331068
31649;04092013442;Starbucks #8459;4421 SIX FORKS RD;STE 116;RALEIGH;NC;27609-5761;(919) 571-0713;2001-10-23T22:00:00-04:00;Restaurant;10922;-78.64349885;35.84017418;M;"{""type"": ""Point"", ""coordinates"": [-78.64350146798012, 35.84018127431931]}";35.8401812743,-78.643501468
31653;04092010069;Bojangles # 2;4405 FALLS OF NEUSE RD;;RALEIGH;NC;27609-6201;(919) 876-7363;1991-05-01T22:00:00-04:00;Restaurant;9693;-78.61244468;35.84129134;M;"{""type"": ""Point"", ""coordinates"": [-78.6124472793268, 35.8412984302473]}";35.8412984302,-78.6124472793
31670;04092016947;SOPRANO'S GRILL;1030-101 N ROGERS LN;;RALEIGH;NC;27610;(919) 878-8848;2015-06-04T22:00:00-04:00;Restaurant;16503;-78.54967347;35.79198567;M;"{""type"": ""Point"", ""coordinates"": [-78.54967605253613, 35.79199275897424]}";35.791992759,-78.5496760525
31673;04092017261;WING STOP;4531-100 NEW BERN AVE;;RALEIGH;NC;27610;(919) 561-6161;2016-07-21T22:00:00-04:00;Restaurant;21596;-78.56019426;35.79845043;M;"{""type"": ""Point"", ""coordinates"": [-78.56019684210517, 35.79845751071455]}";35.7984575107,-78.5601968421
31676;04092016635;RED PEPPER ASIAN;4121 NEW BERN AVE;STE 109;RALEIGH;NC;27610;(919) 594-1006;2014-02-24T20:00:00-05:00;Restaurant;16481;-78.56526592;35.80114227;M;"{""type"": ""Point"", ""coordinates"": [-78.5652685048351, 35.80114935571459]}";35.8011493557,-78.5652685048
31682;04092016746;WELCOME MART;3252 AUBURN KNIGHTDALE ROAD;;RALEIGH;NC;27610;(919) 771-1530;2014-08-28T22:00:00-04:00;Restaurant;14740;-78.51969036;35.71972403;M;"{""type"": ""Point"", ""coordinates"": [-78.51969293019191, 35.71973110431757]}";35.7197311043,-78.5196929302
31687;04092013632;River Ridge Golf Club;3224 Auburn-Knightdale Rd RD;;RALEIGH;NC;27610;(919) 661-8374;2002-07-10T22:00:00-04:00;Restaurant;21396;-78.52542842;35.7282959;M;"{""type"": ""Point"", ""coordinates"": [-78.52543099500834, 35.72830296867148]}";35.7283029687,-78.525430995
31695;04092014324;Wang`s Kitchen;3631 New Bern AVE;;RALEIGH;NC;27610;(919) 212-8805;2005-05-05T22:00:00-04:00;Restaurant;14308;-78.57923704;35.79885313;M;"{""type"": ""Point"", ""coordinates"": [-78.57923962987108, 35.79886021845661]}";35.7988602185,-78.5792396299
31698;04092017231;Supremo's Pizza;2822  NEW BIRCH  DR;SUITE 100;RALEIGH;NC;27610;(919) 977-3218;2016-05-26T22:00:00-04:00;Restaurant;20948;-78.59888069;35.74570711;M;"{""type"": ""Point"", ""coordinates"": [-78.59888328666072, 35.74571418088139]}";35.7457141809,-78.5988832867
31704;04092300242;DON JUAN MEAT MARKET;4005-103 NEW BERN AVE;;RALEIGH;NC;27610;(919) 255-3301;2009-09-08T22:00:00-04:00;Meat Market;14125;-78.56824058;35.79916137;M;"{""type"": ""Point"", ""coordinates"": [-78.56824316759577, 35.79916845732252]}";35.7991684573,-78.5682431676
31713;04092016057;JACK'S SEAFOOD;5416 ROCK QUARRY RD;STE 103;RALEIGH;NC;27610;(919) 329-8125;2011-12-05T20:00:00-05:00;Restaurant;20396;-78.56009996;35.73196045;M;"{""type"": ""Point"", ""coordinates"": [-78.56010254208628, 35.731967522612166]}";35.7319675226,-78.5601025421
31715;04092040364;G & C Deliciosos Hot Dogs (WCID #647);816 Hadley DR;;RALEIGH;NC;27610;(919) 710-6505;2018-09-05T22:00:00-04:00;Pushcarts;17043;-78.62559716;35.75040722;M;"{""type"": ""Point"", ""coordinates"": [-78.62559976441497, 35.75041429143587]}";35.7504142914,-78.6255997644
31723;04092021291;WalMart #5292 Deli;4431 New Bern AVE;;RALEIGH;NC;27610;(919) 212-6442;2004-08-23T22:00:00-04:00;Food Stand;3592;-78.56000685;35.80046419;M;"{""type"": ""Point"", ""coordinates"": [-78.56000943917083, 35.80047127149667]}";35.8004712715,-78.5600094392
31741;04092015068;Subway #40338;6209-128 Rock Quarry  RD;;RALEIGH;NC;27610;(919) 773-4101;2008-02-19T20:00:00-05:00;Restaurant;11496;-78.54900696;35.72380299;M;"{""type"": ""Point"", ""coordinates"": [-78.54900953470258, 35.723810055319]}";35.7238100553,-78.5490095347
31742;04092014354;Sheetz #371;5200 New bern AVE;;RALEIGH;NC;27610;(919) 212-2506;2005-07-19T22:00:00-04:00;Restaurant;12622;-78.54858725;35.79321013;M;"{""type"": ""Point"", ""coordinates"": [-78.5485898326088, 35.793217211423844]}";35.7932172114,-78.5485898326
31746;04092018112;Sinbad Pizza;3110  New Bern AVE;;Raleigh;NC;27610;(919) 231-6456;2019-06-06T22:00:00-04:00;Restaurant;16204;-78.58674652;35.78850914;M;"{""type"": ""Point"", ""coordinates"": [-78.58674911135112, 35.788516217328535]}";35.7885162173,-78.5867491114
31748;04092013719;La Rancherita;4325-3000 Glenwood Ave;;RALEIGH;NC;27610;(919) 785-1951;2002-11-17T20:00:00-05:00;Restaurant;5860;-78.67658819;35.8395892;M;"{""type"": ""Point"", ""coordinates"": [-78.67659081463547, 35.839596292555456]}";35.8395962926,-78.6765908146
31755;04092021689;JAMAICA JERK MASTERS;1909 POOLE RD;;RALEIGH;NC;27610;(919) 231-7697;2011-09-25T22:00:00-04:00;Food Stand;12266;-78.61095414;35.77715441;M;"{""type"": ""Point"", ""coordinates"": [-78.61095674404568, 35.777161486448215]}";35.7771614864,-78.610956744
31758;04092017197;EL TACO MARKET;3800 NEW BERN  AVE;;RALEIGH;NC;27610;(919) 250-0412;2016-04-11T22:00:00-04:00;Restaurant;6872;-78.57600249;35.79743532;M;"{""type"": ""Point"", ""coordinates"": [-78.5760050837068, 35.797442406883256]}";35.7974424069,-78.5760050837
31765;04092014754;Lam`s Garden Restaurant;1100-113 Raleigh BLVD;;RALEIGH;NC;27610;(919) 828-2118;2006-12-21T20:00:00-05:00;Restaurant;13811;-78.61277558;35.79430477;M;"{""type"": ""Point"", ""coordinates"": [-78.6127781852708, 35.794311849963435]}";35.79431185,-78.6127781853
31772;04092014551;KFC/Taco Bell #J120102;3408 Poole RD;;RALEIGH;NC;27610;(919) 212-2504;2006-04-23T22:00:00-04:00;Restaurant;20147;-78.57981204;35.76819436;M;"{""type"": ""Point"", ""coordinates"": [-78.57981462567462, 35.768201434983276]}";35.768201435,-78.5798146257
31777;04092300154;Food Lion #757 Meat Market;1100-122 Raleigh Blv;;RALEIGH;NC;27610-1076;(919) 829-7077;2000-06-30T22:00:00-04:00;Meat Market;2989;-78.61277558;35.79430477;M;"{""type"": ""Point"", ""coordinates"": [-78.6127781852708, 35.794311849963435]}";35.79431185,-78.6127781853
31778;04092020977;Food Lion #757 Deli;1100-122 Raleigh BLVD;;RALEIGH;NC;27610-1076;(919) 829-7077;2000-06-30T22:00:00-04:00;Food Stand;4119;-78.61277558;35.79430477;M;"{""type"": ""Point"", ""coordinates"": [-78.6127781852708, 35.794311849963435]}";35.79431185,-78.6127781853
31780;04092010872;Wake Med Kitchen;3000 NEW BERN AVE;;RALEIGH;NC;27610-1231;(919) 350-8042;1992-02-11T20:00:00-05:00;Restaurant;2674;-78.58796297;35.78391423;M;"{""type"": ""Point"", ""coordinates"": [-78.58796556779218, 35.78392130823266]}";35.7839213082,-78.5879655678
31787;04092016233;MAR-Y-SOL II;1310 CORPORATION PKY;;RALEIGH;NC;27610-1363;(919) 212-8100;2012-08-02T22:00:00-04:00;Restaurant;9890;-78.56780289;35.79794477;M;"{""type"": ""Point"", ""coordinates"": [-78.56780548117683, 35.797951856448925]}";35.7979518564,-78.5678054812
31791;04092012110;Jersey Mikes;4121 - 101 NEW BERN AVE;;RALEIGH;NC;27610-1379;(919) 231-0070;1997-03-19T20:00:00-05:00;Restaurant;18111;0.0;0.0;U;;
31799;04092020957;LeCount`s Catering;1500 NEW BERN AVE;;RALEIGH;NC;27610-2536;(919) 538-8474;2000-07-10T22:00:00-04:00;Food Stand;550;-78.6168801;35.7796919;M;"{""type"": ""Point"", ""coordinates"": [-78.61688270468741, 35.779698977627184]}";35.7796989776,-78.6168827047
31801;04092300155;Food Lion #586 Meat Market;3416 POOLE RD;;RALEIGH;NC;27610-2918;;2000-06-30T22:00:00-04:00;Meat Market;3586;-78.57953261;35.76724571;M;"{""type"": ""Point"", ""coordinates"": [-78.57953519687169, 35.76725279237955]}";35.7672527924,-78.5795351969
31813;04092011034;Century Center Cafeteria (DOT building);1020 BIRCH RIDGE DR;;RALEIGH;NC;27610-4328;(919) 250-4244;1992-01-27T20:00:00-05:00;Restaurant;2842;-78.57897839;35.76393419;M;"{""type"": ""Point"", ""coordinates"": [-78.57898097666249, 35.76394126981027]}";35.7639412698,-78.5789809767
31818;04092017282;WENDY'S #6328;6611 GLENWOOD AVE;;RALEIGH;NC;27612;(919) 782-1065;2016-08-10T22:00:00-04:00;Restaurant;9687;-78.7086878;35.85971365;M;"{""type"": ""Point"", ""coordinates"": [-78.70869043439227, 35.85972073922775]}";35.8597207392,-78.7086904344
31830;04092021333;Lowes Foods #218 Deli;8201 Rowlock WAY;;RALEIGH;NC;27612;(919) 792-0304;2005-06-15T22:00:00-04:00;Food Stand;16839;-78.73779147;35.88567278;M;"{""type"": ""Point"", ""coordinates"": [-78.73779411750715, 35.885679882632076]}";35.8856798826,-78.7377941175
31833;04092014956;Hardee`s #1206;5601 Creedmoor RD;;RALEIGH;NC;27612;(919) 781-4332;2007-09-13T22:00:00-04:00;Restaurant;3808;-78.68107712;35.8581419;M;"{""type"": ""Point"", ""coordinates"": [-78.68107974776946, 35.8581489900058]}";35.85814899,-78.6810797478
31837;04092017290;SAN MARCOS;5300 HOMEWOOD BANKS DR;;RALEIGH;NC;27612;(919) 803-4393;2016-08-01T22:00:00-04:00;Restaurant;17577;-78.67983132;35.83702338;M;"{""type"": ""Point"", ""coordinates"": [-78.67983394816166, 35.83703047391437]}";35.8370304739,-78.6798339482
31842;04092014884;Glenlake Cafe and Catering;4141 Parklake AVE;;RALEIGH;NC;27612;(919) 785-1232;2007-06-12T22:00:00-04:00;Restaurant;8270;-78.68985267;35.83548123;M;"{""type"": ""Point"", ""coordinates"": [-78.68985530076091, 35.83548831790247]}";35.8354883179,-78.6898553008
